checking account status,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,employment,Installment,status n sex,Other debtors / guarantors,residence,Property,Age in years,Other installment plans,Housing,existing credits no.,Job,liability responsibles,Telephone,foreign worker,Category
0_to_200_DM,24,delay_in_paying,business,6967,100_to_500_DM,4_to_7_years,4,male_single,none,4,car_other,36,none,rent,1,management_self_employed,1,yes_registered,yes,0
less_than_0_DM,12,existing_credits_paid_duly,furniture,1282,less_than_100_DM,1_to_4_years,2,female_divorced_separated_married,none,4,car_other,20,none,rent,1,skilled_employee,1,none,yes,1
less_than_0_DM,9,critical_account,repairs,1288,100_to_500_DM,greater_than_7_years,3,male_single,guarantor,4,real_estate,48,none,own,2,skilled_employee,2,none,no,0
less_than_0_DM,12,all_credits_paid_duly,retraining,339,less_than_100_DM,greater_than_7_years,4,male_married_widowed,none,1,car_other,45,bank,own,1,unskilled_resident,1,none,yes,0
0_to_200_DM,24,existing_credits_paid_duly,car_new,3512,100_to_500_DM,4_to_7_years,2,male_single,none,3,car_other,38,bank,own,2,skilled_employee,1,yes_registered,yes,0
no_checking_account,6,critical_account,radio_tv,1898,unknown_no_savings,1_to_4_years,1,male_single,none,2,real_estate,34,none,own,2,unskilled_resident,2,none,yes,0
no_checking_account,24,critical_account,radio_tv,2872,100_to_500_DM,greater_than_7_years,3,male_single,none,4,real_estate,36,none,own,1,skilled_employee,2,yes_registered,yes,0
no_checking_account,18,critical_account,car_new,1055,less_than_100_DM,less_than_1_year,4,female_divorced_separated_married,none,1,savings_insurance,30,none,own,2,skilled_employee,1,none,yes,0
no_checking_account,15,existing_credits_paid_duly,domestic_appliances,1262,500_to_1000_DM,4_to_7_years,4,male_single,none,3,savings_insurance,36,none,own,2,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,10,existing_credits_paid_duly,car_new,7308,less_than_100_DM,unemployed,2,male_single,none,4,unknown_no_property,70,bank,for_free,1,management_self_employed,1,yes_registered,yes,0
no_checking_account,36,existing_credits_paid_duly,car_new,909,500_to_1000_DM,greater_than_7_years,4,male_single,none,4,savings_insurance,36,none,own,1,skilled_employee,1,none,yes,0
no_checking_account,6,existing_credits_paid_duly,furniture,2978,500_to_1000_DM,1_to_4_years,1,male_single,none,2,car_other,32,none,own,1,skilled_employee,1,yes_registered,yes,0
less_than_0_DM,18,existing_credits_paid_duly,furniture,1131,less_than_100_DM,unemployed,4,female_divorced_separated_married,none,2,car_other,33,none,own,1,skilled_employee,1,none,yes,1
0_to_200_DM,11,existing_credits_paid_duly,furniture,1577,greater_than_1000_DM,less_than_1_year,4,female_divorced_separated_married,none,1,real_estate,20,none,own,1,skilled_employee,1,none,yes,0
no_checking_account,24,existing_credits_paid_duly,furniture,3972,less_than_100_DM,4_to_7_years,2,female_divorced_separated_married,none,4,savings_insurance,25,none,rent,1,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,24,critical_account,business,1935,less_than_100_DM,greater_than_7_years,4,male_divorced_separated,none,4,real_estate,31,none,own,2,skilled_employee,1,yes_registered,yes,1
less_than_0_DM,15,no_credits_taken,car_new,950,less_than_100_DM,greater_than_7_years,4,male_single,none,3,car_other,33,none,rent,2,skilled_employee,2,none,yes,1
no_checking_account,12,existing_credits_paid_duly,furniture,763,less_than_100_DM,1_to_4_years,4,female_divorced_separated_married,none,1,real_estate,26,none,own,1,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,24,delay_in_paying,furniture,2064,less_than_100_DM,unemployed,3,female_divorced_separated_married,none,2,savings_insurance,34,none,own,1,management_self_employed,1,yes_registered,yes,1
0_to_200_DM,8,existing_credits_paid_duly,radio_tv,1414,less_than_100_DM,1_to_4_years,4,male_single,guarantor,2,real_estate,33,none,own,1,skilled_employee,1,none,no,0
less_than_0_DM,21,delay_in_paying,education,3414,less_than_100_DM,less_than_1_year,2,male_single,none,1,savings_insurance,26,none,own,2,skilled_employee,1,none,yes,1
no_checking_account,30,all_credits_paid_duly,car_used,7485,unknown_no_savings,unemployed,4,female_divorced_separated_married,none,1,real_estate,53,bank,own,1,management_self_employed,1,yes_registered,yes,1
less_than_0_DM,12,existing_credits_paid_duly,furniture,2577,less_than_100_DM,1_to_4_years,2,male_divorced_separated,none,1,car_other,42,none,own,1,skilled_employee,1,none,yes,0
less_than_0_DM,6,critical_account,radio_tv,338,500_to_1000_DM,greater_than_7_years,4,male_single,none,4,car_other,52,none,own,2,skilled_employee,1,none,yes,0
no_checking_account,12,existing_credits_paid_duly,radio_tv,1963,less_than_100_DM,4_to_7_years,4,male_single,none,2,car_other,31,none,rent,2,management_self_employed,2,yes_registered,yes,0
less_than_0_DM,21,critical_account,car_new,571,less_than_100_DM,greater_than_7_years,4,male_single,none,4,real_estate,65,none,own,2,skilled_employee,1,none,yes,0
no_checking_account,36,delay_in_paying,business,9572,less_than_100_DM,less_than_1_year,1,male_divorced_separated,none,1,car_other,28,none,own,2,skilled_employee,1,none,yes,1
0_to_200_DM,36,delay_in_paying,business,4455,less_than_100_DM,1_to_4_years,2,male_divorced_separated,none,2,real_estate,30,stores,own,2,management_self_employed,1,yes_registered,yes,1
less_than_0_DM,21,all_credits_paid_duly,car_new,1647,unknown_no_savings,1_to_4_years,4,male_single,none,2,savings_insurance,40,none,own,2,unskilled_resident,2,none,yes,1
no_checking_account,24,critical_account,furniture,3777,greater_than_1000_DM,1_to_4_years,4,male_single,none,4,real_estate,50,none,own,1,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,18,critical_account,car_new,884,less_than_100_DM,greater_than_7_years,4,male_single,none,4,car_other,36,bank,own,1,skilled_employee,2,yes_registered,yes,1
no_checking_account,15,critical_account,radio_tv,1360,less_than_100_DM,1_to_4_years,4,male_single,none,2,savings_insurance,31,none,own,2,skilled_employee,1,none,yes,0
0_to_200_DM,9,all_credits_paid_duly,car_used,5129,less_than_100_DM,greater_than_7_years,2,female_divorced_separated_married,none,4,unknown_no_property,74,bank,for_free,1,management_self_employed,2,yes_registered,yes,1
0_to_200_DM,16,critical_account,car_new,1175,less_than_100_DM,unemployed,2,male_single,none,3,car_other,68,none,for_free,3,unemployed_unskilled_non_resident,1,yes_registered,yes,0
less_than_0_DM,12,existing_credits_paid_duly,radio_tv,674,100_to_500_DM,4_to_7_years,4,male_married_widowed,none,1,savings_insurance,20,none,own,1,skilled_employee,1,none,yes,1
0_to_200_DM,18,no_credits_taken,furniture,3244,less_than_100_DM,1_to_4_years,1,female_divorced_separated_married,none,4,car_other,33,bank,own,2,skilled_employee,1,yes_registered,yes,0
no_checking_account,24,existing_credits_paid_duly,business,4591,greater_than_1000_DM,1_to_4_years,2,male_single,none,3,savings_insurance,54,none,own,3,management_self_employed,1,yes_registered,yes,1
0_to_200_DM,48,no_credits_taken,business,3844,100_to_500_DM,4_to_7_years,4,male_single,none,4,unknown_no_property,34,none,for_free,1,unskilled_resident,2,none,yes,1
0_to_200_DM,27,existing_credits_paid_duly,business,3915,less_than_100_DM,1_to_4_years,4,male_single,none,2,car_other,36,none,own,1,skilled_employee,2,yes_registered,yes,1
no_checking_account,6,existing_credits_paid_duly,radio_tv,2108,less_than_100_DM,4_to_7_years,2,male_married_widowed,none,2,real_estate,29,none,rent,1,skilled_employee,1,none,yes,0
0_to_200_DM,45,existing_credits_paid_duly,radio_tv,3031,100_to_500_DM,1_to_4_years,4,male_single,guarantor,4,savings_insurance,21,none,rent,1,skilled_employee,1,none,yes,1
0_to_200_DM,9,critical_account,education,1501,less_than_100_DM,greater_than_7_years,2,female_divorced_separated_married,none,3,car_other,34,none,own,2,management_self_employed,1,yes_registered,yes,1
no_checking_account,6,critical_account,radio_tv,1382,less_than_100_DM,1_to_4_years,1,female_divorced_separated_married,none,1,car_other,28,none,own,2,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,12,existing_credits_paid_duly,furniture,951,100_to_500_DM,less_than_1_year,4,female_divorced_separated_married,none,4,car_other,27,bank,rent,4,skilled_employee,1,none,yes,1
0_to_200_DM,24,existing_credits_paid_duly,car_used,2760,unknown_no_savings,greater_than_7_years,4,male_single,none,4,unknown_no_property,36,bank,for_free,1,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,18,delay_in_paying,furniture,4297,less_than_100_DM,greater_than_7_years,4,male_divorced_separated,none,3,unknown_no_property,40,none,own,1,management_self_employed,1,yes_registered,yes,1
no_checking_account,9,critical_account,education,936,500_to_1000_DM,greater_than_7_years,4,male_single,none,2,car_other,52,none,own,2,skilled_employee,1,yes_registered,yes,0
less_than_0_DM,12,existing_credits_paid_duly,car_new,1168,less_than_100_DM,1_to_4_years,4,male_married_widowed,none,3,real_estate,27,none,own,1,unskilled_resident,1,none,yes,0
no_checking_account,27,delay_in_paying,business,5117,less_than_100_DM,4_to_7_years,3,male_single,none,4,car_other,26,none,own,2,skilled_employee,1,none,yes,0
less_than_0_DM,12,existing_credits_paid_duly,retraining,902,less_than_100_DM,4_to_7_years,4,male_married_widowed,none,4,savings_insurance,21,none,rent,1,skilled_employee,1,none,yes,1
no_checking_account,12,critical_account,car_new,1495,less_than_100_DM,greater_than_7_years,4,male_single,none,1,real_estate,38,none,own,2,unskilled_resident,2,none,yes,0
less_than_0_DM,30,critical_account,car_used,10623,less_than_100_DM,greater_than_7_years,3,male_single,none,4,unknown_no_property,38,none,for_free,3,management_self_employed,2,yes_registered,yes,0
no_checking_account,12,critical_account,furniture,1935,less_than_100_DM,greater_than_7_years,4,male_single,none,4,real_estate,43,none,own,3,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,12,critical_account,domestic_appliances,1424,less_than_100_DM,4_to_7_years,4,male_single,none,3,savings_insurance,26,none,own,1,skilled_employee,1,none,yes,0
less_than_0_DM,24,existing_credits_paid_duly,business,6568,less_than_100_DM,1_to_4_years,2,male_married_widowed,none,2,car_other,21,stores,own,1,unskilled_resident,1,none,yes,0
no_checking_account,12,existing_credits_paid_duly,car_used,1413,greater_than_1000_DM,4_to_7_years,3,male_single,none,2,savings_insurance,55,none,own,1,skilled_employee,1,none,no,0
no_checking_account,9,critical_account,radio_tv,3074,unknown_no_savings,1_to_4_years,1,male_single,none,2,real_estate,33,none,own,2,skilled_employee,2,none,yes,0
no_checking_account,36,existing_credits_paid_duly,radio_tv,3835,unknown_no_savings,greater_than_7_years,2,female_divorced_separated_married,none,4,real_estate,45,none,own,1,unskilled_resident,1,yes_registered,yes,0
less_than_0_DM,27,no_credits_taken,business,5293,less_than_100_DM,unemployed,2,male_single,none,4,savings_insurance,50,stores,own,2,skilled_employee,1,yes_registered,yes,1
greater_than_200_DM,30,delay_in_paying,business,1908,less_than_100_DM,greater_than_7_years,4,male_single,none,4,real_estate,66,none,own,1,management_self_employed,1,yes_registered,yes,1
no_checking_account,36,critical_account,radio_tv,3342,unknown_no_savings,greater_than_7_years,4,male_single,none,2,car_other,51,none,own,1,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,6,critical_account,retraining,932,unknown_no_savings,4_to_7_years,1,female_divorced_separated_married,none,3,savings_insurance,39,none,own,2,unskilled_resident,1,none,yes,0
less_than_0_DM,18,no_credits_taken,business,3104,less_than_100_DM,4_to_7_years,3,male_single,none,1,savings_insurance,31,bank,own,1,skilled_employee,1,yes_registered,yes,0
greater_than_200_DM,36,existing_credits_paid_duly,radio_tv,3913,less_than_100_DM,1_to_4_years,2,male_single,none,2,real_estate,23,none,own,1,skilled_employee,1,yes_registered,yes,0
less_than_0_DM,24,existing_credits_paid_duly,furniture,3021,less_than_100_DM,1_to_4_years,2,male_divorced_separated,none,2,real_estate,24,none,rent,1,unskilled_resident,1,none,yes,0
no_checking_account,10,existing_credits_paid_duly,car_new,1364,less_than_100_DM,1_to_4_years,2,female_divorced_separated_married,none,4,car_other,64,none,own,1,skilled_employee,1,yes_registered,yes,0
0_to_200_DM,12,existing_credits_paid_duly,radio_tv,625,less_than_100_DM,less_than_1_year,4,male_married_widowed,guarantor,1,real_estate,26,bank,own,1,unskilled_resident,1,none,yes,0
less_than_0_DM,12,existing_credits_paid_duly,education,1200,unknown_no_savings,1_to_4_years,4,female_divorced_separated_married,none,4,savings_insurance,23,bank,rent,1,skilled_employee,1,yes_registered,yes,0
no_checking_account,12,existing_credits_paid_duly,radio_tv,707,less_than_100_DM,1_to_4_years,4,male_single,none,2,real_estate,30,bank,own,2,skilled_employee,1,none,yes,0
no_checking_account,24,delay_in_paying,business,2978,unknown_no_savings,1_to_4_years,4,male_single,none,4,real_estate,32,none,own,2,skilled_employee,2,yes_registered,yes,0
no_checking_account,15,existing_credits_paid_duly,car_used,4657,less_than_100_DM,1_to_4_years,3,male_single,none,2,car_other,30,none,own,1,skilled_employee,1,yes_registered,yes,0
no_checking_account,36,no_credits_taken,repairs,2613,less_than_100_DM,1_to_4_years,4,male_single,none,2,car_other,27,none,own,2,skilled_employee,1,none,yes,0
0_to_200_DM,48,existing_credits_paid_duly,radio_tv,10961,greater_than_1000_DM,4_to_7_years,1,male_single,co_applicant,2,unknown_no_property,27,bank,own,2,skilled_employee,1,yes_registered,yes,1
less_than_0_DM,12,existing_credits_paid_duly,furniture,7865,less_than_100_DM,greater_than_7_years,4,male_single,none,4,unknown_no_property,53,none,for_free,1,management_self_employed,1,yes_registered,yes,1
no_checking_account,9,existing_credits_paid_duly,radio_tv,1478,less_than_100_DM,4_to_7_years,4,male_single,none,2,car_other,22,none,own,1,skilled_employee,1,none,yes,1
less_than_0_DM,24,existing_credits_paid_duly,furniture,3149,less_than_100_DM,less_than_1_year,4,male_single,none,1,unknown_no_property,22,bank,for_free,1,skilled_employee,1,none,yes,0
greater_than_200_DM,36,existing_credits_paid_duly,radio_tv,4210,less_than_100_DM,1_to_4_years,4,male_single,none,2,car_other,26,none,own,1,skilled_employee,1,none,yes,1
no_checking_account,9,existing_credits_paid_duly,car_new,2507,500_to_1000_DM,greater_than_7_years,2,male_single,none,4,unknown_no_property,51,none,for_free,1,unskilled_resident,1,none,yes,0
no_checking_account,12,existing_credits_paid_duly,radio_tv,2141,100_to_500_DM,4_to_7_years,3,male_single,none,1,unknown_no_property,35,none,own,1,skilled_employee,1,none,yes,0
0_to_200_DM,18,existing_credits_paid_duly,radio_tv,866,less_than_100_DM,1_to_4_years,4,male_married_widowed,guarantor,2,real_estate,25,none,own,1,unskilled_resident,1,none,yes,0
no_checking_account,4,critical_account,radio_tv,1544,less_than_100_DM,4_to_7_years,2,male_single,none,1,real_estate,42,none,own,3,unskilled_resident,2,none,yes,0
less_than_0_DM,24,existing_credits_paid_duly,radio_tv,1823,less_than_100_DM,unemployed,4,male_single,none,2,car_other,30,stores,own,1,management_self_employed,2,none,yes,1
0_to_200_DM,6,existing_credits_paid_duly,car_new,14555,unknown_no_savings,unemployed,1,male_single,none,2,savings_insurance,23,none,own,1,unemployed_unskilled_non_resident,1,yes_registered,yes,1
0_to_200_DM,21,existing_credits_paid_duly,business,2767,100_to_500_DM,greater_than_7_years,4,male_divorced_separated,none,2,car_other,61,bank,rent,2,unskilled_resident,1,none,yes,1
no_checking_account,12,critical_account,radio_tv,1291,less_than_100_DM,1_to_4_years,4,female_divorced_separated_married,none,2,savings_insurance,35,none,own,2,skilled_employee,1,none,yes,0
less_than_0_DM,30,existing_credits_paid_duly,radio_tv,2522,less_than_100_DM,greater_than_7_years,1,male_single,guarantor,3,savings_insurance,39,none,own,1,skilled_employee,2,none,yes,0
less_than_0_DM,24,existing_credits_paid_duly,car_new,915,unknown_no_savings,greater_than_7_years,4,female_divorced_separated_married,none,2,car_other,29,bank,own,1,skilled_employee,1,none,yes,1
no_checking_account,6,existing_credits_paid_duly,radio_tv,1595,less_than_100_DM,4_to_7_years,3,male_single,none,2,savings_insurance,51,none,own,1,skilled_employee,2,none,yes,0
less_than_0_DM,48,no_credits_taken,car_used,4605,less_than_100_DM,greater_than_7_years,3,male_single,none,4,unknown_no_property,24,none,for_free,2,skilled_employee,2,none,yes,1
no_checking_account,12,critical_account,business,1185,less_than_100_DM,1_to_4_years,3,female_divorced_separated_married,none,2,real_estate,27,none,own,2,skilled_employee,1,none,yes,0
no_checking_account,12,all_credits_paid_duly,retraining,3447,500_to_1000_DM,1_to_4_years,4,female_divorced_separated_married,none,3,real_estate,35,none,own,1,unskilled_resident,2,none,yes,0
no_checking_account,24,existing_credits_paid_duly,business,1258,less_than_100_DM,4_to_7_years,4,male_single,none,1,real_estate,25,none,own,1,skilled_employee,1,yes_registered,yes,0
